,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Bin Age
776,20,Yes,Travel_Frequently,769,Sales,Near by,Bacherlors,Marketing,1077,Excellent,Female,54,Moderate,Beginner,Sales Representative,Excellent,Single,2323,17205,1,Yes,14,3,Good,No,2,3,Best,2,2,0,2,18-30
777,21,Yes,Travel_Rarely,1334,Research & Development,Near by,Bacherlors,Life Sciences,1079,Best,Female,36,Low,Beginner,Laboratory Technician,Poor,Single,1416,17258,1,No,13,3,Poor,No,1,6,Good,1,0,1,0,18-30
778,46,No,Travel_Rarely,1003,Research & Development,Near by,Masters,Life Sciences,1080,Excellent,Female,74,Low,Intermediate,Research Scientist,Poor,Divorced,4615,21029,8,Yes,23,4,Poor,High,19,2,Best,16,13,1,7,46-60
779,51,Yes,Travel_Rarely,1323,Research & Development,Near by,Masters,Life Sciences,1081,Poor,Male,34,Moderate,Beginner,Research Scientist,Best,Married,2461,10332,9,Yes,12,3,Best,High,18,2,Excellent,10,0,2,7,46-60
780,28,Yes,Non-Travel,1366,Research & Development,Faraway,Higher Secondary,Technical Degree,1082,Good,Male,72,Low,Experienced,Healthcare Representative,Poor,Single,8722,12355,1,No,12,3,Poor,No,10,2,Good,10,7,1,9,18-30
781,26,No,Travel_Rarely,192,Research & Development,Near by,Higher Secondary,Medical,1083,Poor,Male,59,Low,Beginner,Laboratory Technician,Poor,Married,3955,11141,1,No,16,3,Poor,Medium,6,2,Best,5,3,1,3,18-30
782,30,No,Travel_Rarely,1176,Research & Development,Far,Bacherlors,Other,1084,Best,Male,85,Moderate,Intermediate,Manufacturing Director,Poor,Married,9957,9096,0,No,15,3,Best,Low,7,1,Good,6,2,0,2,18-30
783,41,No,Travel_Rarely,509,Research & Development,Near by,Higher Secondary,Technical Degree,1085,Good,Female,43,High,Beginner,Research Scientist,Best,Married,3376,18863,1,No,13,3,Best,No,10,3,Best,10,6,0,8,31-45
784,38,No,Travel_Rarely,330,Research & Development,Far,High School,Life Sciences,1088,Best,Female,65,Low,Experienced,Healthcare Representative,Best,Married,8823,24608,0,No,18,3,Poor,Low,20,4,Good,19,9,1,9,31-45
785,40,No,Travel_Rarely,1492,Research & Development,Far,Masters,Technical Degree,1092,Poor,Male,61,Moderate,Experienced,Healthcare Representative,Excellent,Married,10322,26542,4,No,20,4,Excellent,Low,14,6,Best,11,10,11,1,31-45
786,27,No,Non-Travel,1277,Research & Development,Near by,Doctorate,Life Sciences,1094,Poor,Male,87,Very Low,Beginner,Laboratory Technician,Best,Married,4621,5869,1,No,19,3,Excellent,High,3,4,Best,3,2,1,2,18-30
787,55,No,Travel_Frequently,1091,Research & Development,Near by,High School,Life Sciences,1096,Excellent,Male,65,Moderate,Experienced,Manufacturing Director,Good,Married,10976,15813,3,No,18,3,Good,Low,23,4,Best,3,2,1,2,46-60
788,28,No,Travel_Rarely,857,Research & Development,Near by,Bacherlors,Other,1097,Best,Female,59,Moderate,Intermediate,Research Scientist,Best,Single,3660,7909,3,No,13,3,Excellent,No,10,4,Excellent,8,7,1,7,18-30
789,44,Yes,Travel_Rarely,1376,Human Resources,Near by,Higher Secondary,Medical,1098,Good,Male,91,Low,Experienced,Human Resources,Poor,Married,10482,2326,9,No,14,3,Excellent,Low,24,1,Best,20,6,3,6,31-45
790,33,No,Travel_Rarely,654,Research & Development,Near by,Bacherlors,Life Sciences,1099,Excellent,Male,34,Low,Experienced,Healthcare Representative,Excellent,Divorced,7119,21214,4,No,15,3,Best,Low,9,2,Best,3,2,1,2,31-45
791,35,Yes,Travel_Rarely,1204,Sales,Near by,Bacherlors,Technical Degree,1100,Excellent,Male,86,Moderate,Experienced,Sales Executive,Poor,Single,9582,10333,0,Yes,22,4,Poor,No,9,2,Best,8,7,4,7,31-45
792,33,Yes,Travel_Frequently,827,Research & Development,Faraway,Masters,Medical,1101,Poor,Female,54,Low,Intermediate,Research Scientist,Best,Single,4508,3129,1,No,22,4,Good,No,14,4,Best,13,7,3,8,31-45
793,28,No,Travel_Rarely,895,Research & Development,Far,Higher Secondary,Life Sciences,1102,Poor,Male,50,Moderate,Beginner,Laboratory Technician,Best,Divorced,2207,22482,1,No,16,3,Excellent,Low,4,5,Good,4,2,2,2,18-30
794,34,No,Travel_Frequently,618,Research & Development,Near by,High School,Life Sciences,1103,Poor,Male,45,Moderate,Intermediate,Healthcare Representative,Excellent,Single,7756,22266,0,No,17,3,Best,No,7,1,Good,6,2,0,4,31-45
795,37,No,Travel_Rarely,309,Sales,Near by,Masters,Life Sciences,1105,Excellent,Female,88,Low,Intermediate,Sales Executive,Excellent,Divorced,6694,24223,2,Yes,14,3,Best,High,8,5,Best,1,0,0,0,31-45
796,25,Yes,Travel_Rarely,1219,Research & Development,Near by,High School,Technical Degree,1106,Excellent,Male,32,Moderate,Beginner,Laboratory Technician,Excellent,Married,3691,4605,1,Yes,15,3,Good,Low,7,3,Excellent,7,7,5,6,18-30
797,26,Yes,Travel_Rarely,1330,Research & Development,Faraway,Bacherlors,Medical,1107,Poor,Male,37,Moderate,Beginner,Laboratory Technician,Best,Divorced,2377,19373,1,No,20,4,Best,Low,1,0,Good,1,1,0,0,18-30
798,33,Yes,Travel_Rarely,1017,Research & Development,Faraway,Bacherlors,Medical,1108,Poor,Male,55,Low,Beginner,Research Scientist,Good,Single,2313,2993,4,Yes,20,4,Good,No,5,0,Best,2,2,2,2,31-45
799,42,No,Travel_Rarely,469,Research & Development,Near by,Higher Secondary,Medical,1109,Excellent,Male,35,Moderate,Advanced,Manager,Poor,Married,17665,14399,0,No,17,3,Excellent,Low,23,3,Best,22,6,13,7,31-45
800,28,Yes,Travel_Frequently,1009,Research & Development,Near by,Bacherlors,Medical,1111,Poor,Male,45,Low,Beginner,Laboratory Technician,Good,Divorced,2596,7160,1,No,15,3,Poor,Medium,1,2,Best,1,0,0,0,18-30
801,50,Yes,Travel_Frequently,959,Sales,Near by,Masters,Other,1113,Excellent,Male,81,Moderate,Intermediate,Sales Executive,Best,Single,4728,17251,3,Yes,14,3,Excellent,No,5,4,Best,0,0,0,0,46-60
802,33,No,Travel_Frequently,970,Sales,Near by,Bacherlors,Life Sciences,1114,Excellent,Female,30,Moderate,Intermediate,Sales Executive,Good,Married,4302,13401,0,No,17,3,Best,Low,4,3,Best,3,2,0,2,31-45
803,34,No,Non-Travel,697,Research & Development,Near by,Masters,Life Sciences,1115,Best,Male,40,Low,Beginner,Research Scientist,Excellent,Married,2979,22478,3,No,17,3,Excellent,High,6,2,Best,0,0,0,0,31-45
804,48,No,Non-Travel,1262,Research & Development,Near by,Masters,Medical,1116,Poor,Male,35,High,Advanced,Manager,Excellent,Single,16885,16154,2,No,22,4,Best,No,27,3,Good,5,4,2,1,46-60
805,45,No,Non-Travel,1050,Sales,Near by,Masters,Life Sciences,1117,Good,Female,65,Low,Intermediate,Sales Executive,Best,Married,5593,17970,1,No,13,3,Excellent,Low,15,2,Best,15,10,4,12,31-45
806,52,No,Travel_Rarely,994,Research & Development,Near by,Masters,Life Sciences,1118,Good,Male,87,Moderate,Experienced,Healthcare Representative,Good,Single,10445,15322,7,No,19,3,Excellent,No,18,4,Best,8,6,4,0,46-60
807,38,No,Travel_Rarely,770,Sales,Near by,Masters,Marketing,1119,Best,Male,73,Low,Experienced,Sales Executive,Best,Divorced,8740,5569,0,Yes,14,3,Good,Medium,9,2,Best,8,7,2,7,31-45
808,29,No,Travel_Rarely,1107,Research & Development,Faraway,Masters,Life Sciences,1120,Best,Female,93,Moderate,Beginner,Research Scientist,Excellent,Divorced,2514,26968,4,No,22,4,Poor,Low,11,1,Best,7,5,1,7,18-30
809,28,No,Travel_Rarely,950,Research & Development,Near by,Bacherlors,Medical,1121,Excellent,Female,93,Moderate,Experienced,Manufacturing Director,Good,Divorced,7655,8039,0,No,17,3,Good,High,10,3,Good,9,7,1,7,18-30
810,46,No,Travel_Rarely,406,Sales,Near by,High School,Marketing,1124,Poor,Male,52,Moderate,Advanced,Manager,Best,Married,17465,15596,3,No,12,3,Excellent,Low,23,3,Best,12,9,4,9,46-60
811,38,No,Travel_Rarely,130,Sales,Near by,Higher Secondary,Marketing,1125,Excellent,Male,32,Moderate,Experienced,Sales Executive,Good,Single,7351,20619,7,No,16,3,Best,No,10,2,Best,1,0,0,0,31-45
812,43,No,Travel_Frequently,1082,Research & Development,Faraway,Bacherlors,Life Sciences,1126,Best,Female,83,Moderate,Experienced,Manufacturing Director,Poor,Married,10820,11535,8,No,11,3,Best,Low,18,1,Best,8,7,0,1,31-45
813,39,Yes,Travel_Frequently,203,Research & Development,Near by,Bacherlors,Life Sciences,1127,Poor,Male,84,Moderate,Advanced,Healthcare Representative,Excellent,Divorced,12169,13547,7,No,11,3,Excellent,High,21,4,Best,18,7,11,5,31-45
814,40,No,Travel_Rarely,1308,Research & Development,Far,Bacherlors,Medical,1128,Best,Male,44,Low,Expert,Research Director,Best,Single,19626,17544,1,No,14,3,Poor,No,21,2,Excellent,20,7,4,9,31-45
815,21,No,Travel_Rarely,984,Research & Development,Near by,High School,Technical Degree,1131,Excellent,Female,70,Low,Beginner,Research Scientist,Good,Single,2070,25326,1,Yes,11,3,Best,No,2,6,Excellent,2,2,2,2,18-30
816,39,No,Non-Travel,439,Research & Development,Near by,Bacherlors,Life Sciences,1132,Best,Male,70,Moderate,Intermediate,Laboratory Technician,Good,Single,6782,8770,9,No,15,3,Best,No,9,2,Good,5,4,0,3,31-45
817,36,No,Non-Travel,217,Research & Development,Far,Masters,Life Sciences,1133,Poor,Male,78,Moderate,Intermediate,Manufacturing Director,Excellent,Single,7779,23238,2,No,20,4,Poor,No,18,0,Best,11,9,0,9,31-45
818,31,No,Travel_Frequently,793,Sales,Far,Bacherlors,Life Sciences,1135,Best,Male,67,High,Beginner,Sales Representative,Excellent,Married,2791,21981,0,No,12,3,Poor,Low,3,4,Best,2,2,2,2,31-45
819,28,No,Travel_Rarely,1451,Research & Development,Near by,High School,Life Sciences,1136,Poor,Male,67,Low,Beginner,Research Scientist,Good,Married,3201,19911,0,No,17,3,Poor,No,6,2,Poor,5,3,0,4,18-30
820,35,No,Travel_Frequently,1182,Sales,Far,Higher Secondary,Marketing,1137,Excellent,Male,54,Moderate,Intermediate,Sales Executive,Excellent,Divorced,4968,18500,1,No,11,3,Excellent,Low,5,3,Best,5,2,0,2,31-45
821,49,No,Travel_Rarely,174,Sales,Near by,Masters,Technical Degree,1138,Excellent,Male,56,Low,Advanced,Sales Executive,Good,Married,13120,11879,6,No,17,3,Good,Low,22,3,Best,9,8,2,3,46-60
822,34,No,Travel_Frequently,1003,Research & Development,Near by,Higher Secondary,Life Sciences,1140,Excellent,Male,95,Moderate,Intermediate,Manufacturing Director,Best,Single,4033,15834,2,No,11,3,Excellent,No,5,3,Good,3,2,0,2,31-45
823,29,No,Travel_Frequently,490,Research & Development,Near by,Bacherlors,Life Sciences,1143,Excellent,Female,61,Moderate,Beginner,Research Scientist,Good,Divorced,3291,17940,0,No,14,3,Excellent,Medium,8,2,Good,7,5,1,1,18-30
824,42,No,Travel_Rarely,188,Research & Development,Faraway,Bacherlors,Medical,1148,Good,Male,56,Very Low,Intermediate,Laboratory Technician,Excellent,Single,4272,9558,4,No,19,3,Poor,No,16,3,Best,1,0,0,0,31-45
825,29,No,Travel_Rarely,718,Research & Development,Near by,High School,Medical,1150,Good,Male,79,Low,Intermediate,Manufacturing Director,Excellent,Married,5056,17689,1,Yes,15,3,Best,Low,10,2,Good,10,7,1,2,18-30
826,38,No,Travel_Rarely,433,Human Resources,Near by,Bacherlors,Human Resources,1152,Best,Male,37,High,Beginner,Human Resources,Best,Married,2844,6004,1,No,13,3,Excellent,Low,7,2,Excellent,7,6,5,0,31-45
827,28,No,Travel_Frequently,773,Research & Development,Near by,Bacherlors,Life Sciences,1154,Best,Male,39,Low,Beginner,Research Scientist,Best,Divorced,2703,22088,1,Yes,14,3,Excellent,Low,3,2,Best,3,1,0,2,18-30
828,18,Yes,Non-Travel,247,Research & Development,Near by,High School,Medical,1156,Best,Male,80,Moderate,Beginner,Laboratory Technician,Best,Single,1904,13556,1,No,12,3,Excellent,No,0,0,Best,0,0,0,0,18-30
829,33,Yes,Travel_Rarely,603,Sales,Near by,Masters,Marketing,1157,Poor,Female,77,Moderate,Intermediate,Sales Executive,Poor,Single,8224,18385,0,Yes,17,3,Poor,No,6,3,Best,5,2,0,3,31-45
830,41,No,Travel_Rarely,167,Research & Development,Far,Masters,Life Sciences,1158,Good,Male,46,Moderate,Beginner,Laboratory Technician,Excellent,Married,4766,9051,3,Yes,11,3,Poor,Low,6,4,Best,1,0,0,0,31-45
831,31,Yes,Travel_Frequently,874,Research & Development,Far,Bacherlors,Medical,1160,Best,Male,72,Moderate,Beginner,Laboratory Technician,Best,Married,2610,6233,1,No,12,3,Best,Low,2,5,Good,2,2,2,2,31-45
832,37,No,Travel_Rarely,367,Research & Development,Faraway,Higher Secondary,Medical,1161,Best,Female,52,Low,Intermediate,Healthcare Representative,Excellent,Divorced,5731,17171,7,No,13,3,Best,Medium,9,2,Best,6,2,1,3,31-45
833,27,No,Travel_Rarely,199,Research & Development,Near by,Bacherlors,Life Sciences,1162,Excellent,Male,55,Low,Beginner,Research Scientist,Best,Married,2539,7950,1,No,13,3,Best,Low,4,0,Best,4,2,2,2,18-30
834,34,No,Travel_Rarely,1400,Sales,Near by,High School,Life Sciences,1163,Good,Female,70,Moderate,Intermediate,Sales Executive,Best,Married,5714,5829,1,No,20,4,Poor,No,6,3,Good,6,5,1,3,31-45
835,35,No,Travel_Rarely,528,Human Resources,Near by,Masters,Technical Degree,1164,Best,Male,100,Moderate,Beginner,Human Resources,Best,Single,4323,7108,1,No,17,3,Good,No,6,2,Poor,5,4,1,4,31-45
836,29,Yes,Travel_Rarely,408,Sales,Faraway,High School,Life Sciences,1165,Excellent,Female,45,Low,Experienced,Sales Executive,Poor,Married,7336,11162,1,No,13,3,Poor,Low,11,3,Poor,11,8,3,10,18-30
837,40,No,Travel_Frequently,593,Research & Development,Near by,Masters,Medical,1166,Good,Female,88,Moderate,Experienced,Research Director,Best,Single,13499,13782,9,No,17,3,Best,No,20,3,Good,18,7,2,13,31-45
838,42,Yes,Travel_Frequently,481,Sales,Far,Bacherlors,Life Sciences,1167,Best,Male,44,Moderate,Advanced,Sales Executive,Poor,Single,13758,2447,0,Yes,12,3,Good,No,22,2,Good,21,9,13,14,31-45
839,42,No,Travel_Rarely,647,Sales,Near by,Masters,Marketing,1171,Good,Male,45,Moderate,Intermediate,Sales Executive,Poor,Single,5155,2253,7,No,13,3,Excellent,No,9,3,Excellent,6,4,1,5,31-45
840,35,No,Travel_Rarely,982,Research & Development,Near by,Masters,Medical,1172,Excellent,Male,58,Low,Beginner,Laboratory Technician,Best,Married,2258,16340,6,No,12,3,Good,Low,10,2,Best,8,0,1,7,31-45
841,24,No,Travel_Rarely,477,Research & Development,Faraway,Bacherlors,Medical,1173,Excellent,Male,49,Moderate,Beginner,Laboratory Technician,Good,Single,3597,6409,8,No,22,4,Excellent,No,6,2,Best,4,3,1,2,18-30
842,28,Yes,Travel_Rarely,1485,Research & Development,Far,High School,Life Sciences,1175,Best,Female,79,Moderate,Beginner,Laboratory Technician,Excellent,Married,2515,22955,1,Yes,11,3,Excellent,No,1,4,Good,1,1,0,0,18-30
843,26,No,Travel_Rarely,1384,Research & Development,Near by,Masters,Medical,1177,Poor,Male,82,High,Beginner,Laboratory Technician,Excellent,Married,4420,13421,1,No,22,4,Good,Low,8,2,Best,8,7,0,7,18-30
844,30,No,Travel_Rarely,852,Sales,Near by,Bacherlors,Marketing,1179,Best,Male,72,Low,Intermediate,Sales Executive,Best,Married,6578,2706,1,No,18,3,Poor,Low,10,3,Best,10,3,1,4,18-30
845,40,No,Travel_Frequently,902,Research & Development,Faraway,Higher Secondary,Medical,1180,Best,Female,92,Low,Intermediate,Research Scientist,Excellent,Married,4422,21203,3,Yes,13,3,Excellent,Low,16,3,Poor,1,1,0,0,31-45
846,35,No,Travel_Rarely,819,Research & Development,Near by,Bacherlors,Life Sciences,1182,Best,Male,44,Low,Experienced,Manufacturing Director,Good,Divorced,10274,19588,2,No,18,3,Good,Low,15,2,Excellent,7,7,6,4,31-45
847,34,No,Travel_Frequently,669,Research & Development,Near by,Bacherlors,Medical,1184,Excellent,Male,97,Low,Intermediate,Healthcare Representative,Poor,Single,5343,25755,0,No,20,4,Best,No,14,3,Best,13,9,4,9,31-45
848,35,No,Travel_Frequently,636,Research & Development,Near by,Masters,Other,1185,Excellent,Male,47,Low,Beginner,Laboratory Technician,Excellent,Married,2376,26537,1,No,13,3,Good,Low,2,2,Excellent,2,2,2,2,31-45
849,43,Yes,Travel_Rarely,1372,Sales,Near by,Bacherlors,Marketing,1188,Poor,Female,85,Very Low,Intermediate,Sales Executive,Best,Single,5346,9489,8,No,13,3,Good,No,7,2,Good,4,3,1,3,31-45
850,32,No,Non-Travel,862,Sales,Near by,High School,Life Sciences,1190,Best,Female,76,Moderate,Beginner,Sales Representative,Poor,Divorced,2827,14947,1,No,12,3,Best,High,1,3,Best,1,0,0,0,31-45
851,56,No,Travel_Rarely,718,Research & Development,Near by,Masters,Technical Degree,1191,Excellent,Female,92,Moderate,Expert,Manager,Poor,Divorced,19943,18575,4,No,13,3,Excellent,Low,28,2,Best,5,2,4,2,46-60
852,29,No,Travel_Rarely,1401,Research & Development,Near by,High School,Medical,1192,Good,Female,54,Moderate,Beginner,Laboratory Technician,Excellent,Married,3131,26342,1,No,13,3,Poor,Low,10,5,Best,10,8,0,8,18-30
853,19,No,Travel_Rarely,645,Research & Development,Near by,Higher Secondary,Life Sciences,1193,Best,Male,54,Moderate,Beginner,Research Scientist,Poor,Single,2552,7172,1,No,25,4,Best,No,1,4,Best,1,1,0,0,18-30
854,45,No,Travel_Rarely,1457,Research & Development,Near by,Bacherlors,Medical,1195,Poor,Female,83,Moderate,Beginner,Research Scientist,Best,Married,4477,20100,4,Yes,19,3,Best,Low,7,2,Good,3,2,0,2,31-45
855,37,No,Travel_Rarely,977,Research & Development,Near by,Bacherlors,Life Sciences,1196,Excellent,Female,56,Low,Intermediate,Manufacturing Director,Excellent,Married,6474,9961,1,No,13,3,Good,Low,14,2,Good,14,8,3,11,31-45
856,20,No,Travel_Rarely,805,Research & Development,Near by,Bacherlors,Life Sciences,1198,Poor,Male,87,Low,Beginner,Laboratory Technician,Best,Single,3033,12828,1,No,12,3,Poor,No,2,2,Good,2,2,1,2,18-30
857,44,Yes,Travel_Rarely,1097,Research & Development,Near by,Masters,Life Sciences,1200,Best,Male,96,Moderate,Beginner,Research Scientist,Best,Single,2936,10826,1,Yes,11,3,Best,No,6,4,Best,6,4,0,2,31-45
858,53,No,Travel_Rarely,1223,Research & Development,Near by,Higher Secondary,Medical,1201,Excellent,Female,50,Moderate,Expert,Manager,Best,Divorced,18606,18640,3,No,18,3,Good,Low,26,6,Best,7,7,4,7,46-60
859,29,No,Travel_Rarely,942,Research & Development,Far,High School,Life Sciences,1202,Good,Female,69,Very Low,Beginner,Research Scientist,Excellent,Married,2168,26933,0,Yes,18,3,Poor,Low,6,2,Good,5,4,1,3,18-30
860,22,Yes,Travel_Frequently,1256,Research & Development,Near by,Masters,Life Sciences,1203,Best,Male,48,Low,Beginner,Research Scientist,Excellent,Married,2853,4223,0,Yes,11,3,Good,Low,1,5,Best,0,0,0,0,18-30
861,46,No,Travel_Rarely,1402,Sales,Near by,Bacherlors,Marketing,1204,Best,Female,69,Moderate,Advanced,Manager,Poor,Married,17048,24097,8,No,23,4,Poor,No,28,2,Best,26,15,15,9,46-60
862,44,No,Non-Travel,111,Research & Development,Far,Bacherlors,Life Sciences,1206,Excellent,Male,74,Very Low,Beginner,Research Scientist,Best,Single,2290,4279,2,No,13,3,Excellent,No,6,3,Best,0,0,0,0,31-45
863,33,No,Travel_Rarely,147,Human Resources,Near by,Bacherlors,Human Resources,1207,Good,Male,99,Moderate,Beginner,Human Resources,Best,Married,3600,8429,1,No,13,3,Excellent,Low,5,2,Best,5,4,1,4,31-45
864,41,Yes,Non-Travel,906,Research & Development,Near by,Higher Secondary,Life Sciences,1210,Poor,Male,95,Low,Beginner,Research Scientist,Poor,Divorced,2107,20293,6,No,17,3,Poor,Low,5,2,Poor,1,0,0,0,31-45
865,30,No,Travel_Rarely,1329,Sales,Faraway,Masters,Life Sciences,1211,Best,Male,61,Moderate,Intermediate,Sales Executive,Poor,Divorced,4115,13192,8,No,19,3,Best,High,8,3,Best,4,3,0,3,18-30
866,40,No,Travel_Frequently,1184,Sales,Near by,Masters,Medical,1212,Good,Male,62,Moderate,Intermediate,Sales Executive,Good,Married,4327,25440,5,No,12,3,Excellent,High,5,2,Best,0,0,0,0,31-45
867,50,No,Travel_Frequently,1421,Research & Development,Near by,Bacherlors,Medical,1215,Excellent,Female,30,Moderate,Advanced,Manager,Poor,Married,17856,9490,2,No,22,4,Best,Low,32,3,Best,2,2,2,2,46-60
868,28,No,Travel_Rarely,1179,Research & Development,Far,Masters,Medical,1216,Excellent,Male,78,Low,Beginner,Laboratory Technician,Poor,Married,3196,12449,1,No,12,3,Best,High,6,2,Best,6,5,3,3,18-30
869,46,No,Travel_Rarely,1450,Research & Development,Far,Higher Secondary,Life Sciences,1217,Excellent,Male,52,Moderate,Expert,Research Director,Good,Married,19081,10849,5,No,11,3,Poor,Low,25,2,Best,4,2,0,3,46-60
870,35,No,Travel_Rarely,1361,Sales,Far,Masters,Life Sciences,1218,Best,Male,94,Moderate,Intermediate,Sales Executive,Poor,Married,8966,21026,3,Yes,15,3,Excellent,High,15,2,Best,7,7,1,7,31-45
871,24,Yes,Travel_Rarely,984,Research & Development,Far,Higher Secondary,Life Sciences,1219,Excellent,Female,97,Moderate,Beginner,Laboratory Technician,Good,Married,2210,3372,1,No,13,3,Poor,Low,1,3,Poor,1,0,0,0,18-30
872,33,No,Travel_Frequently,1146,Sales,Faraway,Bacherlors,Medical,1220,Good,Female,82,Moderate,Intermediate,Sales Executive,Best,Married,4539,4905,1,No,12,3,Poor,Low,10,3,Good,10,7,0,1,31-45
873,36,No,Travel_Rarely,917,Research & Development,Near by,Masters,Life Sciences,1221,Best,Male,60,Very Low,Beginner,Laboratory Technician,Best,Divorced,2741,6865,1,No,14,3,Best,Low,7,4,Best,7,7,1,7,31-45
874,30,No,Travel_Rarely,853,Research & Development,Near by,Masters,Life Sciences,1224,Best,Male,49,Moderate,Intermediate,Laboratory Technician,Best,Divorced,3491,11309,1,No,13,3,Poor,High,10,4,Good,10,7,8,9,18-30
875,44,No,Travel_Rarely,200,Research & Development,Faraway,Masters,Other,1225,Excellent,Male,32,Moderate,Intermediate,Research Scientist,Excellent,Single,4541,7744,1,No,25,4,Good,No,20,3,Best,20,11,13,17,31-45
876,20,No,Travel_Rarely,654,Sales,Faraway,Bacherlors,Marketing,1226,Best,Male,43,High,Beginner,Sales Representative,Excellent,Single,2678,5050,1,No,17,3,Excellent,No,2,2,Best,2,1,2,2,18-30
